my_publication,cited_by_title,cited_by_author,cited_by_institution,cited_by_country
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Interannual variability of summertime formaldehyde (HCHO) vertical column density and its main drivers at northern high latitudes,Zolal Ayazpour,"University at Buffalo, State University of New York",US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Interannual variability of summertime formaldehyde (HCHO) vertical column density and its main drivers at northern high latitudes,Gonzalo González Abad,Center for Astrophysics Harvard & Smithsonian,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Interannual variability of summertime formaldehyde (HCHO) vertical column density and its main drivers at northern high latitudes,Caroline R. Nowlan,Center for Astrophysics Harvard & Smithsonian,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Interannual variability of summertime formaldehyde (HCHO) vertical column density and its main drivers at northern high latitudes,Yiqi Zheng,University of Alaska Fairbanks,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,"Investigation of Ozone Formation Chemistry during the Salt Lake Regional Smoke, Ozone, and Aerosol Study (SAMOZA)",Matthew Ninneman,University of Washington Bothell,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,"Investigation of Ozone Formation Chemistry during the Salt Lake Regional Smoke, Ozone, and Aerosol Study (SAMOZA)",Seth N. Lyman,Utah State University,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,"Investigation of Ozone Formation Chemistry during the Salt Lake Regional Smoke, Ozone, and Aerosol Study (SAMOZA)",Lu Hu,University of Montana,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,"Investigation of Ozone Formation Chemistry during the Salt Lake Regional Smoke, Ozone, and Aerosol Study (SAMOZA)",Emily M. Cope,University of Montana,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,"Investigation of Ozone Formation Chemistry during the Salt Lake Regional Smoke, Ozone, and Aerosol Study (SAMOZA)",Damien Ketcherside,University of Montana,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,"Investigation of Ozone Formation Chemistry during the Salt Lake Regional Smoke, Ozone, and Aerosol Study (SAMOZA)",Daniel A. Jaffe,University of Washington,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,"Investigation of Ozone Formation Chemistry during the Salt Lake Regional Smoke, Ozone, and Aerosol Study (SAMOZA)",Daniel A. Jaffe,University of Washington Bothell,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Effects of smoke on marine low clouds and radiation during 2020 western United States wildfires,Lingyao Dong,Nanjing University,CN
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Effects of smoke on marine low clouds and radiation during 2020 western United States wildfires,Minghuai Wang,Nanjing University,CN
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Effects of smoke on marine low clouds and radiation during 2020 western United States wildfires,Daniel Rosenfeld,Nanjing University,CN
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Effects of smoke on marine low clouds and radiation during 2020 western United States wildfires,Daniel Rosenfeld,Hebrew University of Jerusalem,IL
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Effects of smoke on marine low clouds and radiation during 2020 western United States wildfires,Yannian Zhu,Nanjing University,CN
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Effects of smoke on marine low clouds and radiation during 2020 western United States wildfires,Yuan Wang,Stanford University,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Effects of smoke on marine low clouds and radiation during 2020 western United States wildfires,Xinyi Dong,Nanjing University,CN
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Effects of smoke on marine low clouds and radiation during 2020 western United States wildfires,Zhoukun Liu,N/A,N/A
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Effects of smoke on marine low clouds and radiation during 2020 western United States wildfires,Hao Wang,Nanjing University,CN
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Effects of smoke on marine low clouds and radiation during 2020 western United States wildfires,Yi Zeng,Chengdu University of Information Technology,CN
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Effects of smoke on marine low clouds and radiation during 2020 western United States wildfires,Yang Cao,Nanjing University,CN
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Effects of smoke on marine low clouds and radiation during 2020 western United States wildfires,Xin Lü,Zhengzhou University,CN
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Effects of smoke on marine low clouds and radiation during 2020 western United States wildfires,Jihu Liu,Nanjing University,CN
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,Effects of smoke on marine low clouds and radiation during 2020 western United States wildfires,Wenxiang Shen,Nanjing University,CN
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,"Global decadal measurements of methanol, ethene, ethyne, and HCN from the Cross-track Infrared Sounder",Kelley C. Wells,University of Minnesota,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,"Global decadal measurements of methanol, ethene, ethyne, and HCN from the Cross-track Infrared Sounder",Dylan B. Millet,University of Minnesota,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,"Global decadal measurements of methanol, ethene, ethyne, and HCN from the Cross-track Infrared Sounder",Jared F. Brewer,University of Minnesota,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,"Global decadal measurements of methanol, ethene, ethyne, and HCN from the Cross-track Infrared Sounder",Vivienne H. Payne,Jet Propulsion Laboratory,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,"Global decadal measurements of methanol, ethene, ethyne, and HCN from the Cross-track Infrared Sounder",Karen Cady‐Pereira,Atmospheric and Environmental Research,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,"Global decadal measurements of methanol, ethene, ethyne, and HCN from the Cross-track Infrared Sounder",Rick Pernak,Atmospheric and Environmental Research,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,"Global decadal measurements of methanol, ethene, ethyne, and HCN from the Cross-track Infrared Sounder",S. S. Kulawik,Bay Area Environmental Research Institute,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,"Global decadal measurements of methanol, ethene, ethyne, and HCN from the Cross-track Infrared Sounder",S. S. Kulawik,Jet Propulsion Laboratory,US
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,"Global decadal measurements of methanol, ethene, ethyne, and HCN from the Cross-track Infrared Sounder",Corinne Vigouroux,Royal Belgian Institute for Space Aeronomy,BE
Constraining emissions of volatile organic compounds from western US wildfires with WE-CAN and FIREX-AQ airborne observations,"Global decadal measurements of methanol, ethene, ethyne, and HCN from the Cross-track Infrared Sounder",Nicholas Jones,University of Wollongong,AU
